BM Unit ID,BMU Name,Party Name,Party ID,BMU Type,Generator Fuel Type,NGC BMU Name,GSP Group Id,GSP Group Name,Trading Unit Name,Prod/Cons Flag,Prod/Cons Status,TLF,GC,DC,WDCALF,NWDCALF,SECALF,WDBMCAIC,NWDBMCAIC,WDBMCAEC,NWDBMCAEC,Exempt Export Flag,Base TU Flag,FPN Flag,Interconnector Id,Effective From, Manual Credit Qualifying Flag, Credit Qualifying Status
2__AALAB000,ALAB_A,ALABAMA ENERGY LIMITED,ALAB,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AALAS000,ALAS_A,ALASKA ENERGY LIMITED,ALAS,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AALBU000,ALBU_A,ALBUQUERQUE ENERGY LIMITED,ALBU,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AALTI000,2__AALTI000,Co-operative Energy Limited,VOLA,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-3.4614,0.3794,0.4254,0.25,-1.313,-1.472,0,0,F,T,F,,01/12/18,,F
2__AANGE000,2__AANGE000,Limejump Energy Limited,ANGEL,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,72.6,-16.2,0.1189,0.1155,0.1179,-1.926,-1.871,8.632,8.385,F,T,F,,01/12/18,,F
2__AANGE001,2__AANGE001,Limejump Energy Limited,ANGEL,S,,AG-ALIM02,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,80,-8,0.4769,0.4461,0.25,-3.815,-3.569,38.152,35.688,F,T,T,,01/12/18,F,F
2__AARIZ000,ARIZ_A,Simplicity Energy Limited,ARIZ,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-2,0.4769,0.4461,0.25,-0.954,-0.892,0,0,F,T,F,,01/12/18,,F
2__AARRU000,2__AARRU000,Arruzzi Energy Supply Ltd,ARRUZZI,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AAVRO000,AVRO_A,AVRO ENERGY LIMITED,AVRO,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-15.4,0.4408,0.4691,0.25,-6.788,-7.224,0,0,F,T,F,,01/12/18,,F
2__AAXIS000,2__AAXIS000,Axis Telecom Ltd,AXISTELE,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4535,0.3674,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AAXPO000,2__AAXPO000,AXPO UK LIMITED,EGLUK,G,,EAS-AXPO1,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,55,-5,0.3565,0.3827,0.25,-1.783,-1.914,19.608,21.049,F,T,F,,01/12/18,,F
2__AAZAC000,2__AAZAC000,TOGETHER ENERGY SUPPLY LIMITED,AZACCA,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-0.2,0.3925,0.4307,0.25,-0.079,-0.086,0,0,F,T,F,,01/12/18,,F
2__ABARB000,2__ABARB000,Barbican Power Limited,BARBICAN,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ABAYS000,2__ABAYS000,Bayswater Energy Limited,BAYSWATE,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ABCFC000,2__ABCFC000,Octopus Energy Limited,MERCURY,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4129,0.4414,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ABETH000,2__ABETH000,Mongoose Energy Supply Limited,BETHNAL,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ABGAS000,2__ABGAS000,British Gas Trading Ltd,BRITGAS,G,,EAS-BGS01,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-656,0.5288,0.5669,0.25,-346.893,-371.886,0,0,F,T,T,,01/12/18,,F
2__ABIZZ000,2__ABIZZ000,British Gas Trading Ltd,BRITGAS,G,,EAS-BIZ01,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-4,0.3688,0.292,0.25,-1.475,-1.168,0,0,F,T,F,,01/12/18,,F
2__ABLBL000,2__ABLBL000,Bluebell Energy Supply Ltd,BLUEBELL,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ABNRG000,2__ABNRG000,Electricity Plus Supply Ltd,BAENERGY,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-63.384,0.5719,0.5987,0.25,-36.249,-37.948,0,0,F,T,F,,24/01/19,,F
2__ABORE000,2__ABORE000,Zebra Power Limited,BOR,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-0.07,0.421,0.4473,0.25,-0.029,-0.031,0,0,F,T,F,,01/12/18,,F
2__ABREZ000,2__ABREZ000,Breeze Energy Supply Ltd,BREEZE,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,3.636,-1.8,0.1856,0.1913,0.25,-0.334,-0.344,0.675,0.696,F,T,F,,01/12/18,,F
2__ABRZE000,2__ABRZE000,arto.energy Ltd,BRONZE,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ABULN000,2__ABULN000,Bryt Energy Limited,BULLION,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-13.4,0.6791,0.2554,0.25,-9.1,-3.422,0,0,F,T,F,,01/12/18,,F
2__ACALI000,2__ACALI000,Callesti Energy Supply Limited,CALLESTI,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ACALL000,2__ACALL000,SP Energy Retail Ltd,SPSUP01,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-24,0.5995,0.5673,0.25,-14.388,-13.615,0,0,F,T,F,,01/12/18,,F
2__ACBRA000,2__ACBRA000,Cabra Energy Supply Ltd,CABRA,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ACFWR000,2__ACFWR000,Eddington Energy Supply Ltd,EDDINGTN,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,1.598,-0.542,0.4013,0.4204,0.25,-0.218,-0.228,0.641,0.672,F,T,F,,14/12/18,,F
2__ACILI000,2__ACILI000,Cilleni Energy Supply Limited,CILLENI,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ACIRC000,2__ACIRC000,Flow Energy Ltd,CIRCUIT,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-28.024,0.6219,0.6577,0.25,-17.428,-18.431,0,0,F,T,F,,01/12/18,,F
2__ACIRC001,FLOWHH_A1,Flow Energy Ltd,CIRCUIT,S,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,F,F
2__ACMRO000,2__ACMRO000,Camaro Energy Supply Ltd,CAMARO,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ACNDL000,2__ACNDL000,NEAS Energy Ltd.,CNDA,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,1280,0,0.0559,0.0639,0.0582,0,0,74.496,74.496,F,T,F,,01/12/18,,F
2__ACNRG000,2__ACNRG000,Opus Energy (Corporate) Ltd,CHENERGY,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-58.22,0.6125,0.4979,0.25,-35.66,-28.988,0,0,F,T,F,,24/12/18,,F
2__ACOLG000,2__ACOLG000,Colgano Energy Supply Limited,COLGANO,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ACOLO000,COLO_A,COLORADO ENERGY LIMITED,COLO,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ACOMT000,2__ACOMT000,ENSTROGA Ltd,COMT1015,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-0.69,0.4612,0.4993,0.25,-0.318,-0.345,0,0,F,T,F,,01/12/18,,F
2__ACOOP000,2__ACOOP000,I Supply Energy Limited,COOP,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-18.28,0.5736,0.6072,0.25,-10.485,-11.1,0,0,F,T,F,,01/12/18,,F
2__ACORE000,2__ACORE000,Corona Energy Retail 4 Limited,SUPELEC3,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ACOUL000,2__ACOUL000,Coulomb Energy Supply Limited,COULOMB,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ACOVE000,2__ACOVE000,TOTO Energy Limited,COVENT,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-6.32,0.4612,0.4938,0.25,-2.915,-3.121,0,0,F,T,F,,01/12/18,,F
2__ACPPR000,2__ACPPR000,Affect Energy Ltd,COPPER,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-2.952,0.5068,0.5404,0.25,-1.496,-1.595,0,0,F,T,F,,01/12/18,,F
2__ACYCL000,2__ACYCL000,Business Power & Gas Limited,CYCLONE,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-0.7572,0.544,0.4248,0.25,-0.412,-0.322,0,0,F,T,F,,01/12/18,,F
2__ADESL000,2__ADESL000,Daisy Energy Supply Ltd,DAISY,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-2.846,0.4769,0.4461,0.25,-1.357,-1.27,0,0,F,T,F,,06/12/18,,F
2__ADFDL000,2__ADFDL000,Tru Energy Limited,DAFFODIL,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-0.16,0.5,0.5313,0.25,-0.08,-0.085,0,0,F,T,F,,01/12/18,,F
2__ADIRA000,2__ADIRA000,Social Energy Supply Ltd,DIRAC,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ADNRG000,2__ADNRG000,Donnington Energy Limited,DOENERGY,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ADRGI000,UKHC_A,UK Healthcare Corporation Ltd,DENERGI1,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ADUAL000,2__ADUAL000,Dual Energy Direct Limited,DUALENER,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-21.598,0.5199,0.3971,0.25,-11.229,-8.577,0,0,F,T,F,,01/12/18,,F
2__AEBES000,2__AEBES000,BES Commercial Electricity Ltd,EBEA,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-15.63,0.5115,0.3977,0.25,-7.995,-6.216,0,0,F,T,F,,01/12/18,,F
2__AECOA000,2__AECOA000,British Gas Trading Ltd,BRITGAS,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,56,0,0.4769,0.4461,0.25,0,0,14,14,F,T,F,,01/12/18,,F
2__AECON000,2__AECON000,Economy Power,ECON1,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AECOT000,2__AECOT000,The Renewable Energy Co Ltd,RENC,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,6.1,-16.98,0.5533,0.5262,0.25,-9.395,-8.935,3.375,3.21,F,T,F,,01/12/18,,F
2__AEDDI000,2__AEDDI000,Eddington Energy Supply Ltd,EDDINGTN,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-7.2,0.4769,0.4461,0.25,-3.434,-3.212,0,0,F,T,F,,01/12/18,,F
2__AEDGE000,2__AEDGE000,Edgware Energy Limited,EDGWARE,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AEDIR000,2__AEDIR000,British Gas Trading Ltd,BRITGAS,G,,EAS-EDR01,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,T,,01/12/18,,F
2__AEELC000,2__AEELC000,E.ON Energy Solutions Limited,PGENERGY,G,,EAS-EAS01,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-568,0.6384,0.6603,0.25,-362.611,-375.05,0,0,F,T,T,,03/01/19,,F
2__AEENG000,2__AEENG000,E.ON Energy Solutions Limited,PGENERGY,G,,EAS-EST01,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,T,,01/12/18,,F
2__AEESL000,EESL_A,ECONOMY ENERGY SUPPLY LTD,EESL,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AEETL000,EETL in Eastern,OVO Electricity Ltd,OVOE,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-25.528,0.4792,0.5128,0.25,-12.233,-13.091,0,0,F,T,F,,12/01/19,,F
2__AEFLS000,EFLS_A,Effortless Energy Ltd,EENERGY,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-0.025,0.5262,0.5619,0.25,-0.013,-0.014,0,0,F,T,F,,01/12/18,,F
2__AEGDX000,A_EGASELEC,E (GAS AND ELECTRICITY) LTD,LORM,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,23/01/19,,F
2__AEGML000,EGML_A,ECO GREEN MANAGEMENT LIMITED,YGP1,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-0.9716,0.5149,0.5029,0.25,-0.5,-0.489,0,0,F,T,F,,01/12/18,,F
2__AELEC000,Electraphase_A,ELECTRAPHASE LIMITED,EPHASE,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.35,0.35,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AEMEB000,2__AEMEB000,E.ON Energy Solutions Limited,PGENERGY,G,,EAS-PGE01,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-378,0.6266,0.6105,0.25,-236.855,-230.769,0,0,F,T,T,,11/01/19,,F
2__AEMZO000,2__AEMZO000,Emzo Energy Supply Ltd,EMZO,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AENDC000,2__AENDC000,EPG Energy Limited,EPGNRG,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,5.3,-4.4,-1.3184,-1.3546,0.25,5.801,5.96,-6.988,-7.179,F,T,F,,01/12/18,,F
2__AENDC001,2__AENDC001,EPG Energy Limited,EPGNRG,S,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,F,F
2__AENDC002,2__AENDC002,EPG Energy Limited,EPGNRG,S,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,24.3,0,0.4769,0.4461,0.25,0,0,6.075,6.075,F,T,F,,01/12/18,F,F
2__AENEC000,2__AENEC000,Eneco Energy Trade,ENECOUK,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-6.11,0.3751,0.3856,0.25,-2.292,-2.356,0,0,F,T,F,,01/12/18,,F
2__AENER000,2__AENER000,Simply Your Energy,SUPLENER,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,19/12/18,,F
2__AENGQ000,EnergyQ_A,Eversmart Energy Ltd,ENGQ,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.5048,0.5381,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AENRD000,2__AENRD000,British Gas Trading Ltd,BRITGAS,G,,EAS-ENR01,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,232,-484,0.1668,0.0351,0.25,-80.731,-16.988,38.698,8.143,F,T,T,,01/12/18,,F
2__AENRD002,2__AENRD002,British Gas Trading Ltd,BRITGAS,S,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,47.74,-1,0.4769,0.4461,0.25,-0.477,-0.446,22.767,21.297,F,T,F,,01/12/18,F,F
2__AENRG000,2__AENRG000,Opus Energy Renewables Limited,EVENERGY,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,17.6,0,0.1767,0.2067,0.1853,0,0,3.261,3.261,F,T,F,,01/12/18,,F
2__AENRG002,ENRGA2,Opus Energy Renewables Limited,EVENERGY,S,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,59.06,0,0.0785,0.0838,0.08,0,0,4.725,4.725,F,T,F,,01/12/18,F,F
2__AEOND000,2__AEOND000,E.ON Energy Solutions Limited,PGENERGY,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-14,0.4769,0.4461,0.25,-6.677,-6.245,0,0,F,T,F,,01/12/18,,F
2__AEPHH000,2__AEPHH000,Economy Power,ECON1,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AESSL000,2__AESSL000,Squeaky Clean Energy Limited,ESSL1015,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-2.302,0.5569,0.173,0.25,-1.282,-0.398,0,0,F,T,F,,01/12/18,,F
2__AEURO000,2__AEURO000,Robin Hood Energy Limited,EUROPA,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-8.76,0.5491,0.5781,0.25,-4.81,-5.064,0,0,F,T,F,,01/12/18,,F
2__AEUST000,2__AEUST000,Euston Energy Limited,EUSTON,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AEVER000,2__AEVER000,Eversmart Energy Ltd,ENGQ,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AEXGL000,Exelon_A,Exelon Generation Limited,EXGENLIM,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AFARA000,2__AFARA000,URE Energy Limited,FARADAY,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-0.0833,0.7251,0.6589,0.25,-0.06,-0.055,0,0,F,T,F,,19/12/18,,F
2__AFARR000,2__AFARR000,Farringdon Energy Limited,FARRINGD,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AFLEX000,2__AFLEX000,Flexitricity Limited,FLEXTRCY,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AFLEX001,2__AFLEX001,Flexitricity Limited,FLEXTRCY,S,,AG-AFLX01,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,5,-1,0.4769,0.4461,0.25,-0.477,-0.446,2.385,2.231,F,T,T,,28/12/18,F,F
2__AFNRG000,2__AFNRG000,Farmoor Energy Limited,FRENERGY,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AFRST000,2__AFRST000,First Utility Limited,FRST01,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-90.336,0.5179,0.5523,0.25,-46.785,-49.893,0,0,F,T,F,,01/12/18,,F
2__AFSEN000,2__AFSEN000,F & S Energy Ltd,FSE0001,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,18,0,0.0667,0.0989,0.076,0,0,1.368,1.368,F,T,F,,01/12/18,,F
2__AFSEN001,2__AFSEN001,F & S Energy Ltd,FSE0001,S,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,48,0,0.4769,0.4461,0.25,0,0,12,12,F,T,F,,01/12/18,F,F
2__AFXGL000,2__AFXGL000,Foxglove Energy Supply Ltd,FOXGLOVE,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-8.3645,0.3566,0.3714,0.25,-2.983,-3.107,0,0,F,T,F,,01/12/18,,F
2__AGALE000,2__AGALE000,PLANET 9 ENERGY LTD,GALENA,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.671,0.6438,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AGANY000,2__AGANY000,Solarplicity Supply Limited,GANYMEDE,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0.08,-6.304,0.5015,0.5126,0.25,-3.161,-3.231,0.04,0.041,F,T,F,,21/01/19,,F
2__AGESL000,2__AGESL000,SO Energy Trading Limited,GOLD,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-12.7,0.5068,0.541,0.25,-6.436,-6.871,0,0,F,T,F,,01/12/18,,F
2__AGETW000,2__AGETW000,Utilita Energy Limited,UTILITA,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-64,0.5237,0.539,0.25,-33.517,-34.496,0,0,F,T,F,,15/01/19,,F
2__AGMTR000,2__AGMTR000,Gazprom M & T Retail Ltd,GMTR,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,42,-40,0.2708,0.251,0.25,-10.832,-10.04,11.374,10.542,F,T,F,,16/01/19,,F
2__AGNRG000,2__AGNRG000,Green Energy (UK) Plc,GRNUKPLC,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-2.6,0.6195,0.5992,0.25,-1.611,-1.558,0,0,F,T,F,,01/12/18,,F
2__AGONG000,2__AGONG000,First Utility Limited,FRST01,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.2444,0.25,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AHAVE000,2__AHAVE000,Haven Power Ltd,HAVEN,G,,EAS-HVN01,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,38.286,0,0.4769,0.4461,0.25,0,0,9.572,9.572,F,T,T,,01/12/18,F,F
2__AHAWK000,2__AHAWK000,MAXEN POWER SUPPLY LIMITED,HAWKING,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AHOLB000,2__AHOLB000,Holborn Energy Limited,HOLBORN,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AHOME000,2__AHOME000,ENGIE Power Limited,RWETDL,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-6,0.5114,0.544,0.25,-3.068,-3.264,0,0,F,T,F,,01/12/18,,F
2__AHPOW000,2__AHPOW000,Haven Power Ltd,HAVEN,G,,EAS-HPW01,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,1,-200,0.7489,0.6604,0.25,-149.78,-132.08,0.749,0.66,F,T,T,,03/01/19,F,F
2__AHPOW001,__AHPOW001,Haven Power Ltd,HAVEN,S,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,F,F
2__AHPOW002,__AHPOW002,Haven Power Ltd,HAVEN,S,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,F,F
2__AHUDG000,2__AHUDG000,Hudson Energy Supply UK Ltd,AMPERE,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AHUDS000,2__AHUDS000,Hudson Energy Supply UK Ltd,AMPERE,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-24,0.647,0.4638,0.25,-15.528,-11.131,0,0,F,T,F,,29/01/19,,F
2__AHUDS001,2__AHUDS001,Hudson Energy Supply UK Ltd,AMPERE,S,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.4769,0.4461,0.25,0,0,0,0,F,T,F,,01/12/18,F,F
2__AHYDE000,SSE SBMU1 - Eastern GSPG,SSE Electricity Limited,SWEL,G,,EAS-SSE01,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-2,0.4769,0.4461,0.25,-0.954,-0.892,0,0,F,T,T,,18/01/19,,F
2__AIMPO000,2__AIMPO000,SSE Energy Supply Limited,SSE,G,,EAS-ATL01,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-405.8,0.4769,0.4461,0.25,-193.526,-181.027,0,0,F,T,T,,18/01/19,,F
2__AINDE000,INDE EASTERN,Npower Direct Limited,NITTWO01,G,,EAS-INE01,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-38.454,0.5458,0.4411,0.25,-20.988,-16.962,0,0,F,T,T,,03/01/19,,F
2__AINVE000,INVE_A,AMPowerUK Ltd,INVE,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,0,0.2204,0.1304,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__AIRES000,EAS-IRS01,Octopus Energy Limited,MERCURY,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-10,0.5346,0.5696,0.25,-5.346,-5.696,0,0,F,T,F,,01/12/18,,F
2__AIRID000,2__AIRID000,PFP Energy Supplies Limited,IRIDIUM,G,,,_A,Eastern GSP Group,DEFAULT__A,,C,0.0084231,0,-8.2,0.536,0.5643,0.25,-4.395,-4.627,0,0,F,T,F,,01/12/18,,F
